user_id,amount,ts,label
29,530.05,2026-01-07 05:00:00,0
427,52.88,2026-01-07 06:00:00,1
140,731.55,2026-01-07 07:00:00,1
458,226.14,2026-01-07 08:00:00,0
146,566.82,2026-01-07 09:00:00,1
217,241.68,2026-01-07 10:00:00,0
330,363.61,2026-01-07 11:00:00,1
63,109.88,2026-01-07 12:00:00,1
278,426.47,2026-01-07 13:00:00,1
252,612.97,2026-01-07 14:00:00,1
391,65.88,2026-01-07 15:00:00,0
498,619.64,2026-01-07 16:00:00,0
332,184.33,2026-01-07 17:00:00,0
204,1021.54,2026-01-07 18:00:00,0
203,574.25,2026-01-07 19:00:00,1
208,505.51,2026-01-07 20:00:00,1
407,292.81,2026-01-07 21:00:00,1
160,1581.35,2026-01-07 22:00:00,0
83,227.35,2026-01-07 23:00:00,0
167,134.52,2026-01-08 00:00:00,1
11,190.12,2026-01-08 01:00:00,1
53,691.27,2026-01-08 02:00:00,0
45,358.33,2026-01-08 03:00:00,0
385,318.97,2026-01-08 04:00:00,0
361,230.23,2026-01-08 05:00:00,0
348,306.09,2026-01-08 06:00:00,1
230,217.01,2026-01-08 07:00:00,1
358,539.97,2026-01-08 08:00:00,0
80,271.16,2026-01-08 09:00:00,0
450,193.25,2026-01-08 10:00:00,1
250,651.67,2026-01-08 11:00:00,0
469,138.65,2026-01-08 12:00:00,1
76,362.2,2026-01-08 13:00:00,1
248,43.03,2026-01-08 14:00:00,0
348,89.32,2026-01-08 15:00:00,0
247,247.81,2026-01-08 16:00:00,0
223,213.63,2026-01-08 17:00:00,0
83,213.35,2026-01-08 18:00:00,1
190,577.96,2026-01-08 19:00:00,1
119,601.88,2026-01-08 20:00:00,0
150,416.62,2026-01-08 21:00:00,0
341,131.68,2026-01-08 22:00:00,1
315,304.21,2026-01-08 23:00:00,1
303,1118.05,2026-01-09 00:00:00,1
180,1480.91,2026-01-09 01:00:00,0
479,656.07,2026-01-09 02:00:00,0
43,136.68,2026-01-09 03:00:00,0
171,306.33,2026-01-09 04:00:00,0
59,396.51,2026-01-09 05:00:00,1
169,353.18,2026-01-09 06:00:00,0
480,703.98,2026-01-09 07:00:00,0
183,560.24,2026-01-09 08:00:00,0
454,129.73,2026-01-09 09:00:00,1
247,197.36,2026-01-09 10:00:00,1
349,654.17,2026-01-09 11:00:00,1
228,856.11,2026-01-09 12:00:00,0
132,400.21,2026-01-09 13:00:00,1
382,927.98,2026-01-09 14:00:00,0
484,366.98,2026-01-09 15:00:00,0
131,152.33,2026-01-09 16:00:00,0
389,524.9,2026-01-09 17:00:00,0
130,1911.68,2026-01-09 18:00:00,1
358,102.67,2026-01-09 19:00:00,1
394,904.64,2026-01-09 20:00:00,1
224,503.99,2026-01-09 21:00:00,0
368,187.22,2026-01-09 22:00:00,1
136,44.4,2026-01-09 23:00:00,1
39,24.86,2026-01-10 00:00:00,0
48,212.98,2026-01-10 01:00:00,1
223,446.52,2026-01-10 02:00:00,0
451,621.47,2026-01-10 03:00:00,0
63,723.17,2026-01-10 04:00:00,0
227,417.99,2026-01-10 05:00:00,0
352,371.26,2026-01-10 06:00:00,0
101,254.65,2026-01-10 07:00:00,1
360,454.48,2026-01-10 08:00:00,1
152,189.75,2026-01-10 09:00:00,1
404,108.31,2026-01-10 10:00:00,0
289,354.05,2026-01-10 11:00:00,0
273,588.72,2026-01-10 12:00:00,0
88,86.09,2026-01-10 13:00:00,1
231,213.0,2026-01-10 14:00:00,0
428,344.08,2026-01-10 15:00:00,1
9,338.53,2026-01-10 16:00:00,0
379,494.41,2026-01-10 17:00:00,0
246,1097.02,2026-01-10 18:00:00,0
359,25.21,2026-01-10 19:00:00,0
331,1129.72,2026-01-10 20:00:00,0
216,1064.8,2026-01-10 21:00:00,1
154,628.67,2026-01-10 22:00:00,0
313,394.66,2026-01-10 23:00:00,1
70,193.09,2026-01-11 00:00:00,1
292,623.33,2026-01-11 01:00:00,1
47,410.04,2026-01-11 02:00:00,1
324,259.17,2026-01-11 03:00:00,0
314,612.08,2026-01-11 04:00:00,0
42,687.25,2026-01-11 05:00:00,1
378,851.62,2026-01-11 06:00:00,0
207,174.64,2026-01-11 07:00:00,1
393,778.32,2026-01-11 08:00:00,1
20,263.17,2026-01-11 09:00:00,1
89,395.49,2026-01-11 10:00:00,0
246,454.75,2026-01-11 11:00:00,0
94,735.56,2026-01-11 12:00:00,1
164,568.69,2026-01-11 13:00:00,0
330,255.59,2026-01-11 14:00:00,0
72,30.48,2026-01-11 15:00:00,1
338,490.17,2026-01-11 16:00:00,0
51,383.24,2026-01-11 17:00:00,0
87,101.3,2026-01-11 18:00:00,1
293,418.28,2026-01-11 19:00:00,0
396,340.7,2026-01-11 20:00:00,1
85,845.97,2026-01-11 21:00:00,1
149,1181.04,2026-01-11 22:00:00,1
462,675.47,2026-01-11 23:00:00,0
494,325.46,2026-01-12 00:00:00,0
290,365.05,2026-01-12 01:00:00,1
223,169.08,2026-01-12 02:00:00,0
173,199.32,2026-01-12 03:00:00,1
306,310.7,2026-01-12 04:00:00,1
295,285.33,2026-01-12 05:00:00,1
147,95.32,2026-01-12 06:00:00,1
11,851.94,2026-01-12 07:00:00,0
75,933.42,2026-01-12 08:00:00,1
479,833.46,2026-01-12 09:00:00,1
209,954.82,2026-01-12 10:00:00,1
241,1409.72,2026-01-12 11:00:00,1
233,172.01,2026-01-12 12:00:00,0
391,1370.12,2026-01-12 13:00:00,1
32,254.29,2026-01-12 14:00:00,1
41,544.29,2026-01-12 15:00:00,0
137,72.13,2026-01-12 16:00:00,0
243,227.6,2026-01-12 17:00:00,0
335,688.9,2026-01-12 18:00:00,1
245,563.1,2026-01-12 19:00:00,1
220,250.19,2026-01-12 20:00:00,0
468,364.92,2026-01-12 21:00:00,0
80,207.38,2026-01-12 22:00:00,1
285,687.59,2026-01-12 23:00:00,1
271,890.61,2026-01-13 00:00:00,1
236,172.72,2026-01-13 01:00:00,0
403,336.76,2026-01-13 02:00:00,1
133,91.25,2026-01-13 03:00:00,0
476,408.89,2026-01-13 04:00:00,1
165,503.86,2026-01-13 05:00:00,1
272,434.31,2026-01-13 06:00:00,1
260,475.49,2026-01-13 07:00:00,1
424,309.18,2026-01-13 08:00:00,0
219,315.09,2026-01-13 09:00:00,1
142,303.54,2026-01-13 10:00:00,0
10,221.71,2026-01-13 11:00:00,0
181,245.89,2026-01-13 12:00:00,1
413,487.38,2026-01-13 13:00:00,1
4,852.55,2026-01-13 14:00:00,0
448,145.62,2026-01-13 15:00:00,1
271,314.15,2026-01-13 16:00:00,0
70,117.34,2026-01-13 17:00:00,0
151,225.21,2026-01-13 18:00:00,0
277,258.26,2026-01-13 19:00:00,0
157,387.47,2026-01-13 20:00:00,0
54,379.33,2026-01-13 21:00:00,0
332,334.4,2026-01-13 22:00:00,0
336,458.82,2026-01-13 23:00:00,1
59,159.24,2026-01-14 00:00:00,1
140,389.9,2026-01-14 01:00:00,0
121,574.55,2026-01-14 02:00:00,0
329,157.38,2026-01-14 03:00:00,1
365,56.84,2026-01-14 04:00:00,0
363,683.76,2026-01-14 05:00:00,0
469,121.18,2026-01-14 06:00:00,0
384,215.82,2026-01-14 07:00:00,1
160,562.99,2026-01-14 08:00:00,0
53,149.96,2026-01-14 09:00:00,1
307,651.51,2026-01-14 10:00:00,0
458,189.41,2026-01-14 11:00:00,1
487,169.09,2026-01-14 12:00:00,1
115,117.93,2026-01-14 13:00:00,0
118,190.94,2026-01-14 14:00:00,0
18,510.51,2026-01-14 15:00:00,0
70,215.86,2026-01-14 16:00:00,1
277,685.69,2026-01-14 17:00:00,1
273,345.0,2026-01-14 18:00:00,0
185,368.53,2026-01-14 19:00:00,0
154,164.4,2026-01-14 20:00:00,0
414,755.97,2026-01-14 21:00:00,1
230,577.84,2026-01-14 22:00:00,1
404,566.47,2026-01-14 23:00:00,0
481,295.31,2026-01-15 00:00:00,0
158,103.69,2026-01-15 01:00:00,0
101,383.56,2026-01-15 02:00:00,1
476,495.16,2026-01-15 03:00:00,0
317,498.7,2026-01-15 04:00:00,1
145,451.71,2026-01-15 05:00:00,1
310,438.19,2026-01-15 06:00:00,0
257,188.6,2026-01-15 07:00:00,1
452,196.85,2026-01-15 08:00:00,1
127,119.07,2026-01-15 09:00:00,0
495,691.15,2026-01-15 10:00:00,0
468,1145.87,2026-01-15 11:00:00,0
90,1888.8,2026-01-15 12:00:00,0
82,403.66,2026-01-15 13:00:00,0
266,439.01,2026-01-15 14:00:00,1
22,304.78,2026-01-15 15:00:00,1
149,398.97,2026-01-15 16:00:00,1
217,149.41,2026-01-15 17:00:00,1
484,299.91,2026-01-15 18:00:00,0
496,170.36,2026-01-15 19:00:00,0
75,269.83,2026-01-15 20:00:00,1
445,183.6,2026-01-15 21:00:00,1
45,495.34,2026-01-15 22:00:00,0
374,540.33,2026-01-15 23:00:00,1
422,429.19,2026-01-16 00:00:00,0
445,197.57,2026-01-16 01:00:00,1
111,111.01,2026-01-16 02:00:00,1
446,544.62,2026-01-16 03:00:00,0
57,343.59,2026-01-16 04:00:00,1
259,54.03,2026-01-16 05:00:00,1
234,381.19,2026-01-16 06:00:00,1
157,441.4,2026-01-16 07:00:00,1
11,76.86,2026-01-16 08:00:00,0
386,501.5,2026-01-16 09:00:00,0
167,90.2,2026-01-16 10:00:00,0
330,179.3,2026-01-16 11:00:00,0
205,90.83,2026-01-16 12:00:00,1
186,162.98,2026-01-16 13:00:00,0
443,111.98,2026-01-16 14:00:00,1
47,688.16,2026-01-16 15:00:00,0
368,282.82,2026-01-16 16:00:00,0
373,236.58,2026-01-16 17:00:00,0
189,733.03,2026-01-16 18:00:00,0
131,707.57,2026-01-16 19:00:00,1
2,252.42,2026-01-16 20:00:00,1
468,423.11,2026-01-16 21:00:00,1
473,210.85,2026-01-16 22:00:00,1
120,317.7,2026-01-16 23:00:00,0
15,132.52,2026-01-17 00:00:00,1
61,468.82,2026-01-17 01:00:00,0
33,752.75,2026-01-17 02:00:00,1
415,664.69,2026-01-17 03:00:00,1
445,355.87,2026-01-17 04:00:00,1
76,47.92,2026-01-17 05:00:00,0
373,202.66,2026-01-17 06:00:00,0
89,317.39,2026-01-17 07:00:00,0
183,97.96,2026-01-17 08:00:00,0
299,81.34,2026-01-17 09:00:00,1
359,894.91,2026-01-17 10:00:00,1
437,612.11,2026-01-17 11:00:00,0
22,495.05,2026-01-17 12:00:00,0
98,563.7,2026-01-17 13:00:00,0
140,115.64,2026-01-17 14:00:00,0
155,158.08,2026-01-17 15:00:00,1
499,404.56,2026-01-17 16:00:00,1
388,428.12,2026-01-17 17:00:00,1
160,92.16,2026-01-17 18:00:00,1
485,383.65,2026-01-17 19:00:00,0
249,321.92,2026-01-17 20:00:00,0
250,650.19,2026-01-17 21:00:00,1
216,429.67,2026-01-17 22:00:00,0
71,963.65,2026-01-17 23:00:00,1
467,253.58,2026-01-18 00:00:00,1
6,123.38,2026-01-18 01:00:00,0
87,946.77,2026-01-18 02:00:00,0
114,446.12,2026-01-18 03:00:00,1
139,323.38,2026-01-18 04:00:00,1
65,163.51,2026-01-18 05:00:00,0
8,255.99,2026-01-18 06:00:00,1
338,245.12,2026-01-18 07:00:00,0
484,118.16,2026-01-18 08:00:00,1
60,31.44,2026-01-18 09:00:00,0
148,240.41,2026-01-18 10:00:00,0
253,573.77,2026-01-18 11:00:00,0
463,796.35,2026-01-18 12:00:00,0
347,667.66,2026-01-18 13:00:00,0
383,694.33,2026-01-18 14:00:00,0
290,132.05,2026-01-18 15:00:00,1
208,410.19,2026-01-18 16:00:00,0
99,497.8,2026-01-18 17:00:00,0
432,520.54,2026-01-18 18:00:00,1
402,317.85,2026-01-18 19:00:00,1
12,374.01,2026-01-18 20:00:00,0
357,654.17,2026-01-18 21:00:00,0
42,485.09,2026-01-18 22:00:00,0
369,550.15,2026-01-18 23:00:00,1
412,231.35,2026-01-19 00:00:00,1
65,530.07,2026-01-19 01:00:00,1
216,370.31,2026-01-19 02:00:00,0
61,609.56,2026-01-19 03:00:00,0
283,188.54,2026-01-19 04:00:00,0
463,575.74,2026-01-19 05:00:00,1
40,258.84,2026-01-19 06:00:00,1
198,577.58,2026-01-19 07:00:00,1
486,412.14,2026-01-19 08:00:00,0
150,350.17,2026-01-19 09:00:00,0
66,270.32,2026-01-19 10:00:00,1
244,324.46,2026-01-19 11:00:00,0
254,240.88,2026-01-19 12:00:00,1
331,265.83,2026-01-19 13:00:00,1
156,475.87,2026-01-19 14:00:00,0
477,64.92,2026-01-19 15:00:00,1
260,572.11,2026-01-19 16:00:00,0
143,578.8,2026-01-19 17:00:00,0
480,276.86,2026-01-19 18:00:00,0
462,381.32,2026-01-19 19:00:00,1
249,148.19,2026-01-19 20:00:00,1
12,454.06,2026-01-19 21:00:00,0
298,165.58,2026-01-19 22:00:00,1
277,9.17,2026-01-19 23:00:00,0
74,775.91,2026-01-20 00:00:00,1
316,133.3,2026-01-20 01:00:00,1
420,319.1,2026-01-20 02:00:00,1
52,392.13,2026-01-20 03:00:00,1
361,475.12,2026-01-20 04:00:00,0
70,341.14,2026-01-20 05:00:00,0
374,417.88,2026-01-20 06:00:00,1
209,271.7,2026-01-20 07:00:00,0
3,78.9,2026-01-20 08:00:00,1
483,331.2,2026-01-20 09:00:00,0
82,522.22,2026-01-20 10:00:00,1
298,141.1,2026-01-20 11:00:00,1
90,395.12,2026-01-20 12:00:00,1
466,1091.58,2026-01-20 13:00:00,0
369,314.72,2026-01-20 14:00:00,1
402,327.32,2026-01-20 15:00:00,0
216,71.99,2026-01-20 16:00:00,0
233,125.86,2026-01-20 17:00:00,0
317,167.21,2026-01-20 18:00:00,0
392,507.93,2026-01-20 19:00:00,1
423,150.18,2026-01-20 20:00:00,1
8,447.33,2026-01-20 21:00:00,0
331,181.04,2026-01-20 22:00:00,1
54,75.16,2026-01-20 23:00:00,1
143,552.19,2026-01-21 00:00:00,1
414,247.34,2026-01-21 01:00:00,0
125,477.66,2026-01-21 02:00:00,1
398,72.33,2026-01-21 03:00:00,0
231,27.1,2026-01-21 04:00:00,1
116,367.88,2026-01-21 05:00:00,0
167,121.57,2026-01-21 06:00:00,1
265,363.95,2026-01-21 07:00:00,0
382,369.86,2026-01-21 08:00:00,0
303,335.4,2026-01-21 09:00:00,0
466,690.57,2026-01-21 10:00:00,0
433,441.65,2026-01-21 11:00:00,0
376,1090.87,2026-01-21 12:00:00,1
301,252.83,2026-01-21 13:00:00,0
144,100.12,2026-01-21 14:00:00,0
206,191.85,2026-01-21 15:00:00,0
59,265.23,2026-01-21 16:00:00,0
187,1151.8,2026-01-21 17:00:00,0
463,350.13,2026-01-21 18:00:00,1
212,708.22,2026-01-21 19:00:00,0
56,235.95,2026-01-21 20:00:00,1
325,212.77,2026-01-21 21:00:00,0
481,69.06,2026-01-21 22:00:00,1
433,1127.54,2026-01-21 23:00:00,0
137,871.15,2026-01-22 00:00:00,1
226,398.15,2026-01-22 01:00:00,1
265,277.92,2026-01-22 02:00:00,1
123,360.32,2026-01-22 03:00:00,1
134,96.03,2026-01-22 04:00:00,1
118,477.01,2026-01-22 05:00:00,1
497,823.38,2026-01-22 06:00:00,1
373,851.35,2026-01-22 07:00:00,0
420,72.36,2026-01-22 08:00:00,1
408,703.75,2026-01-22 09:00:00,1
479,96.7,2026-01-22 10:00:00,0
52,29.99,2026-01-22 11:00:00,1
440,721.94,2026-01-22 12:00:00,1
33,220.39,2026-01-22 13:00:00,0
237,653.67,2026-01-22 14:00:00,0
297,613.89,2026-01-22 15:00:00,0
178,560.64,2026-01-22 16:00:00,1
73,356.98,2026-01-22 17:00:00,1
96,108.07,2026-01-22 18:00:00,0
412,265.69,2026-01-22 19:00:00,1
159,860.91,2026-01-22 20:00:00,0
155,665.36,2026-01-22 21:00:00,1
461,277.07,2026-01-22 22:00:00,0
71,274.33,2026-01-22 23:00:00,1
457,525.94,2026-01-23 00:00:00,0
460,376.8,2026-01-23 01:00:00,1
299,288.7,2026-01-23 02:00:00,1
82,495.08,2026-01-23 03:00:00,1
77,483.35,2026-01-23 04:00:00,0
142,196.49,2026-01-23 05:00:00,0
288,434.19,2026-01-23 06:00:00,0
76,462.41,2026-01-23 07:00:00,0
227,336.59,2026-01-23 08:00:00,0
57,178.59,2026-01-23 09:00:00,1
270,259.03,2026-01-23 10:00:00,0
10,147.68,2026-01-23 11:00:00,0
354,442.86,2026-01-23 12:00:00,0
27,72.82,2026-01-23 13:00:00,0
97,920.75,2026-01-23 14:00:00,1
87,797.49,2026-01-23 15:00:00,0
415,470.42,2026-01-23 16:00:00,0
26,638.73,2026-01-23 17:00:00,0
214,609.53,2026-01-23 18:00:00,1
295,381.17,2026-01-23 19:00:00,0
257,295.12,2026-01-23 20:00:00,0
340,269.17,2026-01-23 21:00:00,1
401,943.45,2026-01-23 22:00:00,1
196,172.95,2026-01-23 23:00:00,0
414,176.0,2026-01-24 00:00:00,0
158,677.85,2026-01-24 01:00:00,1
492,634.49,2026-01-24 02:00:00,0
252,281.64,2026-01-24 03:00:00,0
368,507.04,2026-01-24 04:00:00,1
437,555.11,2026-01-24 05:00:00,1
396,102.83,2026-01-24 06:00:00,0
425,832.29,2026-01-24 07:00:00,1
268,554.98,2026-01-24 08:00:00,1
21,476.73,2026-01-24 09:00:00,1
246,558.01,2026-01-24 10:00:00,1
90,436.2,2026-01-24 11:00:00,0
444,321.85,2026-01-24 12:00:00,0
118,383.72,2026-01-24 13:00:00,0
114,93.52,2026-01-24 14:00:00,0
124,1194.99,2026-01-24 15:00:00,1
321,317.66,2026-01-24 16:00:00,1
285,1181.6,2026-01-24 17:00:00,1
474,388.6,2026-01-24 18:00:00,0
208,211.11,2026-01-24 19:00:00,0
141,816.26,2026-01-24 20:00:00,0
24,462.95,2026-01-24 21:00:00,1
3,1480.08,2026-01-24 22:00:00,0
186,206.54,2026-01-24 23:00:00,1
462,839.35,2026-01-25 00:00:00,1
261,869.37,2026-01-25 01:00:00,0
446,587.79,2026-01-25 02:00:00,1
50,874.23,2026-01-25 03:00:00,1
46,323.39,2026-01-25 04:00:00,1
416,172.18,2026-01-25 05:00:00,0
53,227.42,2026-01-25 06:00:00,0
25,368.81,2026-01-25 07:00:00,0
202,609.02,2026-01-25 08:00:00,1
462,183.06,2026-01-25 09:00:00,1
344,269.36,2026-01-25 10:00:00,0
49,196.13,2026-01-25 11:00:00,0
418,685.45,2026-01-25 12:00:00,1
421,1175.48,2026-01-25 13:00:00,1
400,146.84,2026-01-25 14:00:00,1
451,524.17,2026-01-25 15:00:00,1
119,744.93,2026-01-25 16:00:00,1
489,301.54,2026-01-25 17:00:00,1
160,98.79,2026-01-25 18:00:00,1
401,811.14,2026-01-25 19:00:00,0
289,92.58,2026-01-25 20:00:00,0
389,974.42,2026-01-25 21:00:00,0
313,192.56,2026-01-25 22:00:00,1
321,78.89,2026-01-25 23:00:00,0
308,241.8,2026-01-26 00:00:00,1
389,346.85,2026-01-26 01:00:00,1
369,404.1,2026-01-26 02:00:00,0
67,555.61,2026-01-26 03:00:00,0
413,431.48,2026-01-26 04:00:00,0
268,1112.81,2026-01-26 05:00:00,1
161,334.45,2026-01-26 06:00:00,0
257,448.41,2026-01-26 07:00:00,0
483,421.38,2026-01-26 08:00:00,0
428,69.0,2026-01-26 09:00:00,0
416,122.27,2026-01-26 10:00:00,1
231,369.94,2026-01-26 11:00:00,1
392,488.66,2026-01-26 12:00:00,0
192,41.92,2026-01-26 13:00:00,1
343,1146.65,2026-01-26 14:00:00,1
319,517.23,2026-01-26 15:00:00,0
124,354.33,2026-01-26 16:00:00,0
133,500.36,2026-01-26 17:00:00,1
30,230.47,2026-01-26 18:00:00,1
69,407.36,2026-01-26 19:00:00,0
216,456.34,2026-01-26 20:00:00,0
238,817.6,2026-01-26 21:00:00,1
82,311.71,2026-01-26 22:00:00,1
208,95.22,2026-01-26 23:00:00,0
302,168.17,2026-01-27 00:00:00,0
116,292.37,2026-01-27 01:00:00,1
169,106.32,2026-01-27 02:00:00,0
183,152.06,2026-01-27 03:00:00,0
252,169.58,2026-01-27 04:00:00,1
183,276.92,2026-01-27 05:00:00,0
368,512.44,2026-01-27 06:00:00,1
163,266.53,2026-01-27 07:00:00,1
216,537.34,2026-01-27 08:00:00,0
189,354.58,2026-01-27 09:00:00,0
91,156.83,2026-01-27 10:00:00,1
342,461.92,2026-01-27 11:00:00,0
117,411.24,2026-01-27 12:00:00,1
148,547.42,2026-01-27 13:00:00,0
396,628.31,2026-01-27 14:00:00,1
474,835.01,2026-01-27 15:00:00,0
335,524.72,2026-01-27 16:00:00,0
458,401.26,2026-01-27 17:00:00,1
427,549.19,2026-01-27 18:00:00,0
240,245.62,2026-01-27 19:00:00,0
385,230.89,2026-01-27 20:00:00,1
164,912.27,2026-01-27 21:00:00,1
230,225.3,2026-01-27 22:00:00,0
267,173.49,2026-01-27 23:00:00,1
480,524.52,2026-01-28 00:00:00,0
424,247.34,2026-01-28 01:00:00,0
244,623.9,2026-01-28 02:00:00,0
326,793.96,2026-01-28 03:00:00,1
101,195.36,2026-01-28 04:00:00,1
402,569.77,2026-01-28 05:00:00,0
276,220.83,2026-01-28 06:00:00,1
266,297.32,2026-01-28 07:00:00,0
383,446.71,2026-01-28 08:00:00,0
316,231.31,2026-01-28 09:00:00,0
36,417.86,2026-01-28 10:00:00,1
144,316.82,2026-01-28 11:00:00,0
88,633.63,2026-01-28 12:00:00,1
367,634.76,2026-01-28 13:00:00,0
17,232.25,2026-01-28 14:00:00,1
101,454.08,2026-01-28 15:00:00,0
